year,"last_name, first_name",match_name,exit_velocity_avg,launch_angle_avg,barrel_batted_rate,hard_hit_percent,xwoba,xba,xslg
2028,"Julien, Edouard","Báez, Javier",87.7607142857143,9.814285714285717,5.246428571428623,41.39642857142857,0.26146428571428615,0.21425000000000072,0.2998571428571424
2025,"Morel, Christopher","Davis, Chris",83.79999999999995,9.150000000000091,-3.600000000000364,31.949999999999818,0.026499999999998636,0.0589999999999975,-0.09249999999997272
2026,"Morel, Christopher","Davis, Chris",82.8900000000001,8.210000000000036,-5.930000000000291,30.360000000000127,-0.015199999999992997,0.03710000000000235,-0.16759999999996467
2027,"Morel, Christopher","Davis, Chris",81.98000000000002,7.270000000000209,-8.260000000000218,28.769999999999982,-0.05689999999999884,0.015200000000000102,-0.24269999999998504
2028,"Morel, Christopher","Davis, Chris",81.06999999999994,6.330000000000155,-10.590000000000146,27.179999999999836,-0.09860000000000468,-0.006700000000002149,-0.317799999999977
2025,"Pratto, Nick","Grisham, Trent",90.29999999999995,19.09999999999991,10.400000000000091,36.850000000000136,0.28600000000000136,0.1875000000000071,0.3340000000000032
2026,"Pratto, Nick","Grisham, Trent",90.84999999999991,20.820000000000164,10.930000000000064,36.18000000000029,0.27090000000000103,0.16950000000000642,0.3072000000000017
2027,"Pratto, Nick","Grisham, Trent",91.40000000000009,22.539999999999964,11.460000000000036,35.51000000000022,0.2558000000000007,0.15150000000000574,0.2804000000000002
2028,"Pratto, Nick","Grisham, Trent",91.95000000000005,24.26000000000022,11.990000000000009,34.840000000000146,0.24070000000000036,0.13350000000000506,0.2536000000000058
2025,"Bleday, JJ","Taylor, Chris",86.8289473684211,20.444736842105613,11.136842105263213,40.39210526315787,0.322473684210526,0.222763157894736,0.4141578947368423
2026,"Bleday, JJ","Taylor, Chris",86.62631578947372,21.664912280702083,11.512280701754435,40.814035087719276,0.3194912280701754,0.21675438596491148,0.4093859649122802
2027,"Bleday, JJ","Taylor, Chris",86.42368421052635,22.885087719298554,11.887719298245656,41.23596491228068,0.31650877192982474,0.21074561403508696,0.4046140350877181
2028,"Bleday, JJ","Taylor, Chris",86.22105263157897,24.105263157895024,12.263157894736878,41.65789473684208,0.3135263157894741,0.20473684210526244,0.3998421052631578
2025,"Steer, Spencer","Taylor, Chris",86.8289473684211,20.444736842105613,11.136842105263213,40.39210526315787,0.322473684210526,0.222763157894736,0.4141578947368423
