"last_name, first_name",match_name,year,exit_velocity_avg,launch_angle_avg,barrel_batted_rate,hard_hit_percent,xwoba,xba,xslg
"Torkelson, Spencer","Yastrzemski, Mike",2028,92.82000000000002,19.06000000000001,10.359999999999998,55.48000000000001,0.2784,0.2318,0.28520000000000006
"McLain, Matt","Swanson, Dansby",2025,91.2,14.100000000000001,16.8,50.0,0.4009999999999999,0.29600000000000004,0.55
"McLain, Matt","Swanson, Dansby",2026,92.3,14.700000000000001,24.1,56.7,0.47399999999999987,0.332,0.661
"McLain, Matt","Swanson, Dansby",2027,93.6,14.700000000000001,31.400000000000002,65.4,0.5249999999999999,0.352,0.753
"McLain, Matt","Swanson, Dansby",2028,95.8,16.3,38.10000000000001,77.7,0.5809999999999998,0.378,0.851
"Gelof, Zack","Davis, Chris",2025,88.2,12.0,6.500000000000002,38.7,0.24700000000000005,0.202,0.301
"Gelof, Zack","Davis, Chris",2026,86.4,9.9,1.7000000000000028,34.800000000000004,0.1660000000000001,0.17,0.16199999999999998
"Gelof, Zack","Davis, Chris",2027,84.60000000000001,7.800000000000001,-3.099999999999996,30.900000000000006,0.08500000000000013,0.138,0.022999999999999965
"Gelof, Zack","Davis, Chris",2028,82.80000000000001,5.700000000000001,-7.899999999999995,27.000000000000007,0.00400000000000017,0.10600000000000001,-0.11600000000000005
"Stott, Bryson","Crawford, Brandon",2025,86.03999999999999,10.840000000000002,4.4399999999999995,31.36,0.29219999999999996,0.24819999999999998,0.3582
"Stott, Bryson","Crawford, Brandon",2026,84.63999999999999,9.240000000000002,2.6399999999999992,29.959999999999994,0.28019999999999995,0.24719999999999998,0.32520000000000004
"Stott, Bryson","Crawford, Brandon",2027,83.53999999999998,4.640000000000002,2.6399999999999992,30.359999999999992,0.26919999999999994,0.23319999999999996,0.3122000000000001
"Stott, Bryson","Crawford, Brandon",2028,83.33999999999997,4.140000000000002,6.639999999999999,35.05999999999999,0.26119999999999993,0.21619999999999995,0.30220000000000014
"Cowser, Colton","Davis, Chris",2025,89.5,10.8,11.300000000000002,47.6,0.30200000000000005,0.23300000000000004,0.391
"Cowser, Colton","Davis, Chris",2026,87.7,8.700000000000001,6.5000000000000036,43.7,0.22100000000000009,0.20100000000000004,0.252
"Cowser, Colton","Davis, Chris",2027,85.9,6.600000000000001,1.7000000000000046,39.800000000000004,0.14000000000000012,0.16900000000000004,0.11299999999999999
"Cowser, Colton","Davis, Chris",2028,84.10000000000001,4.500000000000002,-3.0999999999999943,35.900000000000006,0.05900000000000016,0.13700000000000004,-0.026000000000000023
"O'Hoppe, Logan","Machado, Manny",2025,91.4,14.4,13.2,50.599999999999994,0.325,0.24100000000000005,0.44599999999999995
"O'Hoppe, Logan","Machado, Manny",2026,92.7,14.3,15.2,55.599999999999994,0.328,0.23600000000000004,0.43299999999999994
"O'Hoppe, Logan","Machado, Manny",2027,93.60000000000001,12.8,13.899999999999999,56.099999999999994,0.30500000000000005,0.20800000000000007,0.37099999999999994
"O'Hoppe, Logan","Machado, Manny",2028,93.50000000000001,13.9,15.599999999999998,56.39999999999999,0.32400000000000007,0.21900000000000008,0.38599999999999995
"Outman, James","Taylor, Chris",2025,87.0,8.4,14.299999999999999,46.4,0.375,0.261,0.478
"Outman, James","Taylor, Chris",2026,86.3,9.4,16.199999999999996,46.0,0.383,0.259,0.49399999999999994
"Outman, James","Taylor, Chris",2027,83.6,14.500000000000002,17.699999999999996,44.9,0.374,0.24200000000000005,0.48999999999999994
"Outman, James","Taylor, Chris",2028,80.89999999999999,19.6,19.199999999999996,43.8,0.365,0.22500000000000006,0.48599999999999993
"Pages, Andy","Escobar, Eduardo",2025,89.39999999999999,20.500000000000004,9.2,40.400000000000006,0.301,0.26,0.354
"Pages, Andy","Escobar, Eduardo",2026,88.6,22.900000000000006,11.1,43.5,0.303,0.255,0.34299999999999997
"Pages, Andy","Escobar, Eduardo",2027,89.1,25.10000000000001,13.5,49.7,0.291,0.244,0.30599999999999994
"Pages, Andy","Escobar, Eduardo",2028,89.6,27.30000000000001,15.9,55.900000000000006,0.27899999999999997,0.23299999999999998,0.2689999999999999
"Alvarez, Francisco","McMahon, Ryan",2025,89.72,14.240000000000002,5.240000000000001,43.74,0.3244,0.2566,0.4206
"Alvarez, Francisco","McMahon, Ryan",2026,91.32000000000001,15.840000000000003,4.440000000000002,47.24,0.35840000000000005,0.3006,0.45459999999999995
"Alvarez, Francisco","McMahon, Ryan",2027,92.02000000000001,16.340000000000003,4.640000000000003,48.440000000000005,0.3974000000000001,0.34259999999999996,0.5105999999999999
"Alvarez, Francisco","McMahon, Ryan",2028,94.02000000000001,17.140000000000004,4.340000000000004,55.14000000000001,0.4264000000000001,0.38259999999999994,0.5355999999999999
